name,latitude,longitude,country_code,country_name,osm_id,osm_type,data_source
Dog Park 236810896,48.2015503,16.514333,AT,Austria,236810896,way,OpenStreetMap
Dog Park 239713040,48.1528642,16.3869296,AT,Austria,239713040,way,OpenStreetMap
Dog Park 242366318,48.5618797,16.5798258,AT,Austria,242366318,way,OpenStreetMap
Dog Park 242478347,48.5276267,14.5062674,AT,Austria,242478347,way,OpenStreetMap
Dog Park 242478349,48.5282919,14.5063154,AT,Austria,242478349,way,OpenStreetMap
Dog Park 253455318,48.226333,16.3584258,AT,Austria,253455318,way,OpenStreetMap
Dog Park 264185991,48.2021428,16.2495943,AT,Austria,264185991,way,OpenStreetMap
Dog Park 26665704,48.1748665,16.3539074,AT,Austria,26665704,way,OpenStreetMap
Dog Park 276706350,48.1850679,16.384473,AT,Austria,276706350,way,OpenStreetMap
Dog Park 276706351,48.1847107,16.3847468,AT,Austria,276706351,way,OpenStreetMap
Dog Park 28279241,48.1627069,16.3551631,AT,Austria,28279241,way,OpenStreetMap
Dog Park 287993154,48.0700181,16.3014608,AT,Austria,287993154,way,OpenStreetMap
Dog Park 293130640,48.1913767,16.3654365,AT,Austria,293130640,way,OpenStreetMap
Dog Park 293286627,48.1490531,16.2682076,AT,Austria,293286627,node,OpenStreetMap
Dog Park 293754105,48.2259065,16.3665837,AT,Austria,293754105,way,OpenStreetMap
Dog Park 2967398936,48.1460342,16.2825557,AT,Austria,2967398936,node,OpenStreetMap
Dog Park 297641008,48.3091088,16.1334373,AT,Austria,297641008,way,OpenStreetMap
Dog Park 298384637,48.1767206,16.4256452,AT,Austria,298384637,way,OpenStreetMap
Dog Park 302737980,48.2253971,16.3971269,AT,Austria,302737980,way,OpenStreetMap
Dog Park 305847888,48.2193872,16.3942035,AT,Austria,305847888,way,OpenStreetMap
Dog Park 306386659,48.1518164,16.2870064,AT,Austria,306386659,way,OpenStreetMap
Dog Park 309245202,48.1404239,16.3159531,AT,Austria,309245202,way,OpenStreetMap
Dog Park 311312117,48.1223433,16.3077493,AT,Austria,311312117,way,OpenStreetMap
Dog Park 312719048,47.880749,13.0027736,AT,Austria,312719048,way,OpenStreetMap
Dog Park 317021850,48.1975806,16.401018,AT,Austria,317021850,way,OpenStreetMap
Dog Park 319342050,48.1789361,16.3752085,AT,Austria,319342050,way,OpenStreetMap
Dog Park 319342077,48.1795059,16.3784394,AT,Austria,319342077,way,OpenStreetMap
Dog Park 321623475,48.2448662,16.3389547,AT,Austria,321623475,way,OpenStreetMap
Dog Park 322898070,47.0542163,15.4642496,AT,Austria,322898070,way,OpenStreetMap
Dog Park 325731277,48.0302755,16.3108496,AT,Austria,325731277,way,OpenStreetMap
Dog Park 325908492,48.225836,16.339025,AT,Austria,325908492,way,OpenStreetMap
Dog Park 326623254,48.203997,16.3326598,AT,Austria,326623254,way,OpenStreetMap
Dog Park 328037621,48.2353394,16.3709294,AT,Austria,328037621,way,OpenStreetMap
Dog Park 329935512,48.1360087,16.2804112,AT,Austria,329935512,way,OpenStreetMap
Dog Park 335580443,46.6201813,14.2980802,AT,Austria,335580443,way,OpenStreetMap
Dog Park 33562633,48.2005318,16.3848727,AT,Austria,33562633,way,OpenStreetMap
Dog Park 337761914,48.2255214,16.4962896,AT,Austria,337761914,way,OpenStreetMap
Dog Park 342066945,48.2606559,16.4300854,AT,Austria,342066945,way,OpenStreetMap
Dog Park 344239640,48.1698197,16.3821121,AT,Austria,344239640,way,OpenStreetMap
Dog Park 348102657,48.1633783,16.3931667,AT,Austria,348102657,way,OpenStreetMap
Dog Park 352160331,48.1871125,16.3381854,AT,Austria,352160331,way,OpenStreetMap
Dog Park 3528515008,47.8448867,16.8180518,AT,Austria,3528515008,node,OpenStreetMap
Dog Park 359379262,47.2882175,9.5834188,AT,Austria,359379262,way,OpenStreetMap
Dog Park 359510878,48.2257988,16.5099365,AT,Austria,359510878,way,OpenStreetMap
Dog Park 36117691,48.2056809,16.3564631,AT,Austria,36117691,way,OpenStreetMap
Dog Park 362963296,47.9296117,17.0743065,AT,Austria,362963296,way,OpenStreetMap
Dog Park 363263335,48.2263734,16.3710537,AT,Austria,363263335,way,OpenStreetMap
Dog Park 363263343,48.2246269,16.3790392,AT,Austria,363263343,way,OpenStreetMap
Dog Park 371381411,46.9423405,16.0097609,AT,Austria,371381411,way,OpenStreetMap
