name,latitude,longitude,city,country,data_source,confidence_score,osm_id
Dog Park 1038743601,41.4016573,2.1337753,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1038743601
Dog Park 1056825089,41.423985,2.2057645,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1056825089
Dog Park 1066697109,41.3921965,2.1402146,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1066697109
Dog Park 1076024856,41.3902683,2.1870353,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1076024856
Dog Park 1081822228,41.3802125,2.1252102,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1081822228
Dog Park 1084249610,41.3729001,2.1291823,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1084249610
Dog Park 1114944122,41.3947948,2.1856354,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1114944122
Dog Park 1123857101,41.4141791,2.1667781,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1123857101
Dog Park 1124673992,41.4347394,2.1500256,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1124673992
Dog Park 1128010415,41.4279439,2.1577214,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1128010415
Dog Park 1128383026,41.3745103,2.1396629,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1128383026
Dog Park 1137844648,41.375997,2.1703319,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1137844648
Dog Park 1149437029,41.4184763,2.1758064,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1149437029
Dog Park 1175867637,41.412176,2.1879532,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1175867637
Dog Park 1180272414,41.3676525,2.121126,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1180272414
Dog Park 1217986602,41.4274549,2.2194901,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1217986602
Dog Park 1262132540,41.4022166,2.13987,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1262132540
Dog Park 1296454541,41.4161098,2.1494851,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1296454541
Node gossos 2,41.4024164,2.1864955,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1337820786
Dog Park 1340155923,41.3773158,2.1416049,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1340155923
Dog Park 1342225344,41.3682095,2.1364603,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1342225344
Dog Park 1344398513,41.4270856,2.1837721,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1344398513
Dog Park 1344565786,41.4139955,2.1499806,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1344565786
Dog Park 1389309123,41.4178529,2.1767861,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1389309123
Dog Park 1393580961,41.3585166,2.143788,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1393580961
Espai per a gossos deslligats,41.4324771,2.1443188,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1430614682
Dog Park 1466595417,41.3916746,2.1371006,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1466595417
Dog Park 1486066845,41.365391,2.1338104,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1486066845
Dog Park 1486406061,41.3829739,2.1403783,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1486406061
Dog Park 7364728192,22.3653817,114.0639734,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,7364728192
油尖旺寵物公園 Yau Tsim Mong Pets Park,22.308653,114.1670828,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,160323969
環保大道寵物公園 Wan Po Road Pet Garden,22.3045902,114.2686702,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,206415991
馬鞍山西沙路寵物公園 Ma On Shan Sai Sha Road Pet Garden,22.415602,114.2250554,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,258074789
Dog Park 311799396,22.2827101,114.1668668,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,311799396
Dog Park 358645649,22.3672436,114.1115494,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,358645649
蝴蝶谷道寵物公園 Butterfly Valley Road Pet Garden,22.3394332,114.1439492,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,446798889
黃竹坑涌尾寵物公園 Wong Chuk Hang Staunton Creek Pet Garden,22.246542,114.1607609,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,465676975
豐物道休憩處 Fung Mat Road Sitting-out Area,22.2885264,114.1383229,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,583903064
Dog Park 640754024,22.3045295,114.1583379,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,640754024
Dog Park 650407868,22.3304208,114.1853068,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,650407868
樂民道寵物公園 Lok Man Road Pet Garden,22.268481,114.2352135,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,652029367
Dog Park 670943499,22.333298,114.1506833,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,670943499
寵物區 Pet Area,22.3174535,114.2140518,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,679370931
屋蘭士街休憩處 Oaklands Avenue Sitting-out Area,22.2829275,114.1435975,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,698990262
宋王臺遊樂場寵物公園 Sung Wong Toi Playground Pet Garden,22.3267068,114.1903026,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,749215561
窩打老道／渡船街休憩處,22.3130694,114.1670655,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,809619205
Dog Park 874530938,22.2856547,114.1297206,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,874530938
富康街寵物公園 Fu Hong Street Pet Garden,22.2685331,114.2483017,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,913018958
寵物角 Pet Corner,22.2892178,114.1495124,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,913058466
北角海濱公園寵物公園 North Point Promenade Pet Garden,22.2936604,114.2023236,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,914429124
Dog Park 1051725930,22.3355451,114.2012496,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,1051725930
Dog Park 1093900380,22.283112,114.1776657,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,1093900380
Dog Park 1112224123,22.2823366,114.1249148,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,1112224123
Dog Park 1201230320,22.3017546,114.2592194,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,1201230320
Dog Park 1238343574,22.3255545,114.1944075,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,1238343574
Dog Park 1254819129,22.2686785,114.2421336,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,1254819129
Dog Park 1262589444,22.3041596,114.1579201,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,1262589444
Dog Park 1346575597,22.3654002,114.1258804,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,1346575597
毛孩躍動天地 Pet Pet Playland,22.3478482,114.0616899,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,1455106082
Dog Park 1460004252,22.353706,114.1178776,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,1460004252
Dog Park 1460105861,22.3538826,114.1178508,Hong Kong,Hong Kong,OpenStreetMap (leisure=dog_park),0.85,1460105861
Green dog,35.649463,139.700499,Tokyo,Japan,OpenStreetMap (leisure=dog_park),0.85,2356706340
Dog Garden,35.649494,139.700219,Tokyo,Japan,OpenStreetMap (leisure=dog_park),0.85,2356706362
ドッグラン,35.6622,139.6127459,Tokyo,Japan,OpenStreetMap (leisure=dog_park),0.85,328326164
Dog Park 470871317,35.7132966,139.6933473,Tokyo,Japan,OpenStreetMap (leisure=dog_park),0.85,470871317
ドッグラン,35.6239875,139.6641798,Tokyo,Japan,OpenStreetMap (leisure=dog_park),0.85,646382600
Dog Park 680734183,35.7151926,139.6793476,Tokyo,Japan,OpenStreetMap (leisure=dog_park),0.85,680734183
代々木公園ドッグラン,35.6729215,139.694123,Tokyo,Japan,OpenStreetMap (leisure=dog_park),0.85,680802488
Dog Park 10600486664,1.3029447,103.7668718,Singapore,Singapore,OpenStreetMap (leisure=dog_park),0.85,10600486664
Dog Park 543617736,1.35806,103.8326914,Singapore,Singapore,OpenStreetMap (leisure=dog_park),0.85,543617736
Dog Run,1.3623019,103.8486593,Singapore,Singapore,OpenStreetMap (leisure=dog_park),0.85,585741789
Dog Park 679581352,1.328853,103.8462268,Singapore,Singapore,OpenStreetMap (leisure=dog_park),0.85,679581352
Dog Park 1276429259,1.3047753,103.8481175,Singapore,Singapore,OpenStreetMap (leisure=dog_park),0.85,1276429259
Whampoa Pet Park,1.325243,103.8565609,Singapore,Singapore,OpenStreetMap (leisure=dog_park),0.85,1321546697
Dog Park 1444901676,1.3475443,103.8503869,Singapore,Singapore,OpenStreetMap (leisure=dog_park),0.85,1444901676
접근조심,37.5859106,126.9085063,Seoul,South Korea,OpenStreetMap (leisure=dog_park),0.85,4632073213
Dog Park 1107339643,37.5529425,127.0405936,Seoul,South Korea,OpenStreetMap (leisure=dog_park),0.85,1107339643
สาทร ด็อกพาร์ค,13.7083709,100.5191501,Bangkok,Thailand,OpenStreetMap (leisure=dog_park),0.85,1157347437
Dog Park 1251549804,13.796061,100.5518581,Bangkok,Thailand,OpenStreetMap (leisure=dog_park),0.85,1251549804
Dog Park 1251549805,13.7967308,100.551483,Bangkok,Thailand,OpenStreetMap (leisure=dog_park),0.85,1251549805
สวนสุนัขสวนเบญจกิติ,13.7334622,100.558442,Bangkok,Thailand,OpenStreetMap (leisure=dog_park),0.85,1306732425
Dog Park 1372026929,13.7402254,100.5233361,Bangkok,Thailand,OpenStreetMap (leisure=dog_park),0.85,1372026929
สวนสุนัขสวนลุมพินี,13.7332984,100.5446058,Bangkok,Thailand,OpenStreetMap (leisure=dog_park),0.85,1459514155
Dog Park 6202437632,-33.816814,151.2158257,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,6202437632
Dog Park 27418922,-33.8914074,151.1447875,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,27418922
Firmstone Reserve,-33.9370921,151.2283514,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,172845320
Dog Park 273054497,-33.8904017,151.1738031,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,273054497
Dog Park 362356727,-33.9021549,151.1529509,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,362356727
Dog Park 455033033,-33.8094625,151.1720675,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,455033033
Dog Park 460876055,-33.814847,151.1722942,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,460876055
Dog Park 482588232,-33.8172928,151.20916,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,482588232
Dog Park 539169347,-33.7977015,151.193562,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,539169347
Dog Park 611927861,-33.8239856,151.2064478,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,611927861
Dog Park 820958530,-33.9068538,151.2569625,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,820958530
Dog Park 957716905,-33.7971961,151.1679288,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,957716905
Dog Park 977330451,-33.8142919,151.1450761,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,977330451
Dog Park 998885286,-33.9264122,151.1646693,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,998885286
Dog Park 1035602259,-33.916086,151.168389,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,1035602259
Steyne Park,-33.8730542,151.2416185,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,1203377865
Burrows Park off-leash area,-33.9141149,151.2698266,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,1415126416
Lewisham West Off-Leash Dog Park,-33.8934762,151.1438828,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,1456463385
Dog Park 1481431940,-33.8899796,151.1982054,Sydney,Australia,OpenStreetMap (leisure=dog_park),0.85,1481431940
Clayton Reserve,-37.7962994,144.9392174,Melbourne,Australia,OpenStreetMap (leisure=dog_park),0.85,44618186
Recreation Hall Reserve,-37.8094255,145.0306439,Melbourne,Australia,OpenStreetMap (leisure=dog_park),0.85,220567995
Dog Park 490070989,-37.813372,144.8921844,Melbourne,Australia,OpenStreetMap (leisure=dog_park),0.85,490070989
Dog Park 516274144,-37.7892834,144.9739416,Melbourne,Australia,OpenStreetMap (leisure=dog_park),0.85,516274144
Off-leash dog walking area,-37.7678182,145.0055954,Melbourne,Australia,OpenStreetMap (leisure=dog_park),0.85,560919178
Gilpin Dog Park,-37.7686384,144.9502018,Melbourne,Australia,OpenStreetMap (leisure=dog_park),0.85,610917509
Dog Park 975357599,-37.7495617,144.962403,Melbourne,Australia,OpenStreetMap (leisure=dog_park),0.85,975357599
Pawfield Park,-37.8816952,145.0356598,Melbourne,Australia,OpenStreetMap (leisure=dog_park),0.85,1314537271
